long,lat,num_registro,periodo,categoria,establecimiento,telefono,mail,calle,calle_nro,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.387446,-34.607713,10 A/09,2019,4*,DUOMI PLAZA HOTEL,(54 11) 6091-3888/3866,reservas@duomi.com.ar,B. MITRE ,1480,San Nicolas,Comuna 1,1037,C1037ABB
-58.379922,-34.597072,8,2019,4*,EL CONQUISTADOR,(5411) 4328.3012,reservas@elconquistador.com.ar,SUIPACHA ,948,Retiro,Comuna 1,1008,C1008AAT
-58.374216,-34.598816,232,2019,4*,ESPLENDOR,(54 11) 5256-8800 / 5217 5799,RESERVAS@ESPLENDORBUENOSAIRES.COM,SAN MARTIN ,780,San Nicolas,Comuna 1,1004,C1004AAP
-58.381927,-34.610547,03 A/09,2019,4*,EUROBUILDING HOTEL,(54 11) 5352-1111 / 5325-1104,buenosaires@hoteleuro.com,LIMA ,175,Monserrat,Comuna 1,1073,C1073AAC
-58.372593,-34.600328,89,2019,4*,FACON GRANDE,(5411) 4312-6360/69,reservas@hotelfacongrande.com,RECONQUISTA ,645,San Nicolas,Comuna 1,1003,C1003ABM
-58.378003,-34.596302,68,2019,4*,GRAN HOTEL BUENOS AIRES,(54-11) 4312-3003,reservas@granhotelbue.com.ar,MARCELO T. DE ALVEAR ,769,Retiro,Comuna 1,1058,C1058AAI
-58.376903,-34.596835,81,2019,4*,GRAN HOTEL DORA,(54 11) 4312 7391,reservas@dorahotel.com.ar,MAIPU ,959,Retiro,Comuna 1,1006,C1006ACM
-58.374746,-34.602211,3,2019,4*,GRAND KING HOTEL,(54 11) 4393.4012,reservas@grandking.com.ar,LAVALLE ,560,San Nicolas,Comuna 1,1047,C1047AAL
-58.380999,-34.602358,112,2019,4*,EXE HOTEL COLON,(54 11) 4320-3500,reservas@execolon.com.ar,C. PELLEGRINI ,507,San Nicolas,Comuna 1,1009,C1009ABK
-58.362339,-34.617482,204,2019,4*,HOTEL MADERO BUENOS AIRES,(54 11) 5776-7777,info@hotelmadero.com,ROSARIO VERA PEÑALOZA ,360,Puerto Madero,Comuna 1,1107,C1107CGH
-58.380408,-34.613525,180,2019,4*,HOWARD JOHNSON 9 DE JULIO,(54 11) 5222-9000,reservas@hj9dejulio.com.ar,B. DE IRIGOYEN ,432,Monserrat,Comuna 1,1072,C1072AAJ
-58.378943,-34.601221,187,2019,4*,DA VINCI HOTEL (ex HOWARD JOHNSON DA VINCI),(54 11) 5031-8002,,TUCUMAN ,857,San Nicolas,Comuna 1,1049,C1049AAQ
-58.375503,-34.596933,188,2019,4*,HOWARD JOHNSON PLAZA FLORIDA STREET,(54 11) 4891-9200,reservas@hjflorida.com.ar,FLORIDA ,944,Retiro,Comuna 1,1005,C1005AAT
-58.389410,-34.589394,60 A/11,2019,4*,INTERSUR RECOLETA,55334000,reservas@intersurrecoleta.com.ar /,CALLAO ,1764,Recoleta,Comuna 2,1024,C1024AAQ
-58.386648,-34.597068,02 A/09,2019,4*,KER RECOLETA [Ex BLUE TREE RECOLETA KER (ex H.J.RECOLETA)],(54 11) 5277-4600,reservasrecoleta@kerhoteles.com.ar,MARCELO T. DE ALVEAR ,1368,Retiro,Comuna 1,1058,C1058AAV
-58.372596,-34.601510,93,2019,4*,LAFAYETTE,(54 11) 4393-9081,info@lafayettehotel.com.ar,RECONQUISTA ,546,San Nicolas,Comuna 1,1003,C1003ABL
-58.384935,-34.608058,69-A/12,2019,4*,LENNOX,(54 11) 5272-1070,reservas@lennoxhotels.com,TALCAHUANO ,52,San Nicolas,Comuna 1,1013,C1013AAB
-58.387693,-34.587134,238,2019,4*,MELIA RECOLETA PLAZA BOUTIQUE HOTEL,(54 11) 5353 4000,reservas@meliarecoletaplaza.com.ar,POSADAS ,1557,Recoleta,Comuna 2,1112,C1112ADA
-58.382109,-34.606611,68-A/11,2019,4*,NH 9 DE JULIO,(54 11) 5776 6464 / 4124-7400,nh9dejulio@nh-hotels.com,CERRITO ,156,San Nicolas,Comuna 1,1010,C1010AAD
-58.378283,-34.595161,12,2019,4*,NH CRILLON,(54 11) 5776 6464 / 43102000,nhcrillon@nh-hotels.com,SANTA FE ,796,Retiro,Comuna 1,1059,C1059ABO
-58.374191,-34.598090,185,2019,4*,NH FLORIDA,(54 11) 5776 6464 / 43219850,nhflorida@nh-hotels.com,SAN MARTIN ,839,Retiro,Comuna 1,1004,C1004AAQ
-58.370892,-34.603125,196,2019,4*,NH JOUSTEN,(54 11) 5776 6464 / 43216750,nhcollectionjousten@nh-hotels.com,CORRIENTES ,280,San Nicolas,Comuna 1,1043,C1043AAP
-58.372952,-34.598443,20 A/10,2019,4*,NH LANCASTER,(54 11) 4131 6464,nhcollectionlancaster@nh-hotels.com,CORDOBA ,405,Retiro,Comuna 1,1054,C1054AAD
-58.379367,-34.604655,179,2019,4*,NH LATINO,(54 11) 5776 6464 / 4321 6700,nhlatino@nh-hotels.com,SUIPACHA ,309,San Nicolas,Comuna 1,1008,C1008AAG
-58.382374,-34.601918,44 A/10,2019,4*,NH TANGO,(54 11) 5776 6464 / 5411 4124,nhtango@nh-hotels.com,CERRITO ,550,San Nicolas,Comuna 1,1010,C1010AAL
-58.374246,-34.609901,6,2019,4*,562 NOGARO (ex NOGARO),(54 11) 4331-0091,reservas@562nogarohotel.com,JULIO A. ROCA ,562,Monserrat,Comuna 1,1067,C1067ABN
-58.385757,-34.604028,48 A/11,2019,4*,NOVOTEL,(54 11) 4370-9300 / 9500,h6503-re@accor.com,CORRIENTES ,1334,San Nicolas,Comuna 1,1043,C1043ABN
-58.383226,-34.602996,164,2019,4*,UNIQUE EXECUTIVE CENTRAL (ex KEMPINSKI CENTRAL PARK PLAZA),(54 11) 6777-0300,reservas.bsas@hotels-unique.com,AV. ROQUE SAENZ PEÑA ,1174,San Nicolas,Comuna 1,1035,C1035AAT
-58.385916,-34.593817,501,2019,4*,UNIQUE EXECUTIVE CHATEAU (ex KEMPINSKI HOTEL PARK CHATEAU),(54 11) 6777-0400 Fax: 6777-0430,reservas.bsas@hotels-unique.com,TALCAHUANO ,1253,Retiro,Comuna 1,1014,C1014ADA
-58.399549,-34.588831,502,2019,4*,PARK ELEGANCE UNIQUE (ex KEMPINSKI HOTEL PARK ELEGANCE),6777-0500 Fax: 6777-0500,elegance@parkplazahotels.com,PUEYRREDON ,1940,,,,
-58.385142,-34.590713,230,2019,4*,UNIQUE LUXURY PARK PLAZA (ex KEMPINSKI HOTEL PARK PLAZA ),(54 11) 6777-0200 Fax: 6777-0230,reservas.bsas@hotels-unique.com,PARERA ,183,Retiro,Comuna 1,1014,C1014ABC
-58.381259,-34.598247,201,2019,4*,PESTANA HOTEL,(54 11) 5239-1000 / 1100,reservas.buenosaires@pestana.com,C. PELLEGRINI ,877,Retiro,Comuna 1,1009,C1009ABQ
-58.378266,-34.599849,125,2019,4*,POSTA CARRETAS,(54 11) 4322-8567,reservas@postacarretas.com.ar,ESMERALDA ,726,San Nicolas,Comuna 1,1007,C1007ABH
-58.382632,-34.598546,4,2019,4*,PRESIDENTE HOTEL,(54 11) 4816 2222,reservas@hotelpresidente.com.ar,CERRITO ,846,Retiro,Comuna 1,1010,C1010AAR
-58.373835,-34.597365,29,2019,4*,PRINCIPADO,(54 11) 4313 3022,reservas@principado.com.ar,PARAGUAY ,481,Retiro,Comuna 1,1057,C1057AAC
-58.378168,-34.600290,205,2019,4*,RECONQUISTA GARDEN,(54 11) 5263 0277,reconquistagarden@latitudhoteles.com,ESMERALDA ,675,San Nicolas,Comuna 1,1007,C1007ABE
-58.379243,-34.604982,25 A/10,2019,4*,HR LUXOR (ex RECONQUISTA LUXOR),(54 11) 4328 9400,reservas@hrluxor.com,AV. ROQUE SÁENZ PEÑA ,890,San Nicolas,Comuna 1,1035,C1035AAQ
-58.372644,-34.600741,172,2019,4*,RECONQUISTA PLAZA HOTEL,(54 11) 5263-0277,reconquistaplaza@latitudhoteles.com,RECONQUISTA ,602,San Nicolas,Comuna 1,1003,C1003ABN
-58.379930,-34.596933,120,2019,4*,REGENTE PALACE HOTEL,(54 11) 4328 6800,reservas@regente.com,SUIPACHA ,964,Retiro,Comuna 1,1008,C1008AAT
-58.382230,-34.604259,86,2019,4*,HOTEL GLOBALES REPUBLICA WELLNESS & SPA,(54 11) 4382 5050,res.republica@hotelesglobales.com,CERRITO ,370,San Nicolas,Comuna 1,1010,C1010AAH
-58.378188,-34.601832,107,2019,4*,ROCHESTER CLASSIC,0800-345-0040 (54 11) 4326 6076 / 5256 1055,reservas@rochesterclassic.com.ar,ESMERALDA ,542,San Nicolas,Comuna 1,1007,C1007ABD
-58.382141,-34.605990,36,2019,4*,SALLES HOTEL,(54 11) 4382 0090,info@hotelsalles.com.ar reservas@hotelsalles.com.ar,CERRITO ,208,San Nicolas,Comuna 1,1010,C1010AAF
-58.392003,-34.607022,21,2019,4*,SAVOY HOTEL,(54 11) 4370 8000 / 10,reservas@savoyhotel.com.ar,CALLAO ,181,San Nicolas,Comuna 1,1022,C1022AAB
-58.377616,-34.596346,11,2019,4*,SHELTOWN HOTEL,(54 11) 5254 6835,reservas@525hotel.com,MARCELO T. DE ALVEAR ,742,Retiro,Comuna 1,1058,C1058AAJ
-58.376744,-34.600478,145,2019,4*,TRITONE HOTEL,(54 11) 4325 8960/8955,reservas@tritonehotel.com.ar recepcion@tritonehotel.com.ar,MAIPU ,651,San Nicolas,Comuna 1,1006,C1006ACG
-58.373930,-34.602519,233,2019,4*,TRYP BUENOS AIRES,(54 11) 5222 9600,tryp.buenos.aires@solmelia.com,SAN MARTIN ,474,San Nicolas,Comuna 1,1004,C1004AAJ
-58.393347,-34.595214,99,2019,4*,WILTON HOTEL,(54 11) 4811 1818 / 1993,info@hotelwilton.com.ar reservas@hotelwilton.com.ar,CALLAO ,1162,Recoleta,Comuna 2,1023,C1023AAR
-58.377135,-34.605980,35 A/10,2019,5*,725 CONTINENTAL HOTEL,(54 11) 4131 8000,reservas@725continental.com,AV. ROQUE SÁENZ PEÑA ,725,San Nicolas,Comuna 1,1035,C1035AAC
-58.410104,-34.604121,195,2019,5*,ABASTO HOTEL BUENOS AIRES,(54 11) 6311 4433/4466/4465,reservas@abastohotel.com,CORRIENTES ,3190,Balvanera,Comuna 3,1193,C1193AAQ
-58.388996,-34.587677,151,2019,5*,ALVEAR PALACE HOTEL,(54 11) 4808 2100,reservas@alvear.com.ar info@alvearpalace.com,AV. ALVEAR ,1891,Recoleta,Comuna 2,1129,C1129AAA
-58.374517,-34.600965,94,2019,5*,CLARIDGE HOTEL,(54 11) 4319 8000,reservas@claridge.com.ar recepcion@claridge.com.ar,TUCUMAN ,535,San Nicolas,Comuna 1,1049,C1049AAK
-58.379938,-34.589997,197,2019,5*,EMPERADOR BUENOS AIRES,(54 11) 4131 4000/3000,reservas@hotel-emperador.com.ar info@hotel-emperador.com.ar,AV. DEL LIBERTADOR ,420,Retiro,Comuna 1,1001,C1001ABR
-58.378304,-34.591760,167,2019,5*,FEIR'S PARK HOTEL,(54 11) 4131 1900,feirspark@feirspark.com.ar,ESMERALDA ,1366,Retiro,Comuna 1,1007,C1007ABT
-58.382258,-34.590154,148,2019,5*,FOUR SEASONS HOTEL BUENOS AIRES,(54 11) 4321 1200,reservations.bue@fourseasons.com,POSADAS ,1086,Retiro,Comuna 1,1011,C1011ABB
-58.363551,-34.605184,181,2019,5*,HILTON,(54 11) 4891 0000,reservations.buenosaires@hilton.com,MACACHA GUEMES ,351,Puerto Madero,Comuna 1,1106,C1106BKG
-58.373435,-34.609793,91,2019,5*,HOTEL NH CITY,(54 11) 4121 6464 / 6400,nhcity@nh-hotels.com,BOLIVAR ,160,Monserrat,Comuna 1,1066,C1066AAD
-58.377866,-34.611635,156,2019,5*,INTERCONTINENTAL BUENOS AIRES,(54 11) 4340 7100,,MORENO ,809,Monserrat,Comuna 1,1091,C1091AAQ
-58.392547,-34.589524,189,2019,5*,LOI SUITES RECOLETA HOTEL,(54 11) 5777 8950,recoleta@loisuites.com.ar,VICENTE LOPEZ ,1955,Recoleta,Comuna 2,1128,
-58.372955,-34.597050,173,2019,5*,MELIA BUENOS AIRES,(54 11) 4891 3800,reservas@meliabuenosaires.com.ar,RECONQUISTA ,945,Retiro,Comuna 1,1003,C1003ABS
-58.386430,-34.589406,210,2019,5*,PALACIO DUHAU - PARK HYATT BUENOS AIRES,(54 11) 5171 1234,buenosaires.park@hyatt.com,AV. ALVEAR ,1661,Recoleta,Comuna 2,1014,C1014AAD
-58.381018,-34.602040,110,2019,5*,PANAMERICANO HOTEL & RESORT BS.AS.,(54 11) 4348-5000/ fax. 4348-5250/51,reservas@panamericano.us,C. PELLEGRINI ,551,San Nicolas,Comuna 1,1009,C1009ABK
-58.375112,-34.595775,105,2019,5*,PLAZA HOTEL BUENOS AIRES,(54 11) 4318-3000,,FLORIDA ,1005,Retiro,Comuna 1,1005,C1005AAU
-58.370811,-34.607058,207,2019,5*,REGAL PACIFIC,(54 11) 4310 7000,reservas@regalpacific.com.ar,25 DE MAYO ,25,San Nicolas,Comuna 1,1002,C1002ABA
-58.373193,-34.592965,98,2019,5*,SHERATON HOTEL CONVENTION CENTER,(54 11) 4318 9000,reservas.bue@sheraton.com,SAN MARTIN ,1225,Retiro,Comuna 1,1104,C1104AKC
-58.376544,-34.598870,87,2019,5*,SHERATON LIBERTADOR BUENOS AIRES,(54 11) 4321 0000,sheraton@libertador-hotel.com.ar,CORDOBA ,660,San Nicolas,Comuna 1,1054,C1054AAS
-58.384073,-34.589365,149,2019,5*,THE BRICK HOTEL - GALLERY (Ex Caesar),(54 11) 4819 1100,h8932-re@accor.com,POSADAS ,1232,Retiro,Comuna 1,1011,C1011ABF
-58.407146,-34.596349,5024,2019,APART,ANCHORENA APART HOTEL,(54 11) 4961-8548 / 9445,info@anchorenaappart.com.ar,ANCHORENA ,1121,Recoleta,Comuna 2,1425,C1425ELA
-58.455561,-34.563540,5020,2019,APART,APART HOTEL CABILDO SUITES (ex CABILDO SUITES CLUB & SPA),(54 11) 4780 1900,cabildostventas@orho-hoteles.com.ar,CABILDO ,1950,Belgrano,Comuna 13,1428,C1428AAO
-58.387457,-34.612171,5014,2019,APART,APART TRES REYES,(54 11) 4383-1238,info@aparthoteltresreyes.com,LUIS SAENZ PEÑA ,294,Monserrat,Comuna 1,1110,C1110AAF
-58.383174,-34.603712,5023,2019,APART,BROADWAY HOTEL & SUITES,(54 11) 4378-9250,ventas@broadway-suites.com.ar,CORRIENTES ,1173,San Nicolas,Comuna 1,1043,C1043AAL
-58.371420,-34.600724,5007,2019,APART,CATALINAS SUITES,(54 11) 4314 1400,reservas@suitescatalinas.com.ar,TUCUMAN ,313,San Nicolas,Comuna 1,1049,C1049AAG
-58.391351,-34.597171,5022,2019,APART,DESIGNS SUITES,(54 11) 4814 8700,reservas.bue@gruposolanas.com,MARCELO T. DE ALVEAR ,1683,Recoleta,Comuna 2,1060,C1060AAE
-58.384976,-34.607251,5027,2019,APART,FIAMINGO APART HOTEL,(54 11) 4374 4400,reservas@fiamingoapart.com.ar,TALCAHUANO ,120,San Nicolas,Comuna 1,1013,C1013AAD
-58.478513,-34.573539,5011,2019,APART,GEORGE GRUKI,(54 11) 4544-8854 / 8904 /6055 / 6105,mendoza4569@hotmail.com,MENDOZA ,4569,Villa Urquiza,Comuna 12,1431,C1431CIA
-58.379346,-34.594066,5029,2019,APART,LOI SUITES ARENALES,(54 11) 4324 9400,arenales@loisuites.com.ar,ARENALES ,855,Retiro,Comuna 1,1061,C1061AAC
-58.379111,-34.596470,5028,2019,APART,LOI SUITES ESMERALDA,(54 11) 4131 6800,esmeralda@loisuites.com.ar,MARCELO T. DE ALVEAR ,842,Retiro,Comuna 1,1058,C1058AAL
-58.380085,-34.591916,5008,2019,APART,OWN RECOLETA,(54 11) 4325 8200,reservations@ownrecoleta.com,SUIPACHA ,1359,Retiro,Comuna 1,1011,C1011ACC
-58.380003,-34.595453,5009,2019,APART,PARK ROYAL BUENOS AIRES,(54 11) 4320 3600,reservationsbue@park-royalhotels.com,SUIPACHA ,1092,Retiro,Comuna 1,1008,C1008AAV
-58.376157,-34.604657,5021,2019,APART,SARMIENTO SUITES,(54 11) 4393 8997/8960/9035,reservas@sarmientosuites.com.ar,SARMIENTO ,670,San Nicolas,Comuna 1,1041,C1041AAN
-58.421877,-34.576679,5018,2019,APART,TORRE CRISTOFORO COLOMBO SUITES,(54 11) 4778 4945,reservas@hotelcc.com.ar,FRAY JUSTO S. M. DE ORO ,2747,Palermo,Comuna 14,1425,C1425FOO
-58.388379,-34.588707,5010,2019,APART,TRIANON RESIDENCE,(54 11) 4819 9300,info@trianon.com.ar,CALLAO ,1869,Recoleta,Comuna 2,1024,C1024AAE
-58.386298,-34.600510,5019,2019,APART,VIAMONTE BUENOS AIRES APART,(54 11) 4371 9993 / 5254 2210,info@hotelviamonte.com.ar,VIAMONTE ,1373,San Nicolas,Comuna 1,1053,C1053ACA
-58.379392,-34.605486,5009,2019,APART,VILLAGE GARDEN APART HOTEL (ex APART GARTEN VILLAGE),(54 11) 4326-0163 / 7879 / 8737,,SUIPACHA ,250,San Nicolas,Comuna 1,1008,C1008AAF
-58.388063,-34.610090,5030,2019,APART 1*,BENCO APART HOTEL,(54 11) 4373-7207/08,bencoaparthotel@yahoo.com.ar,H. YRIGOYEN ,1534,Monserrat,Comuna 1,1089,C1089AAD
-58.422490,-34.577173,5036,2019,APART 1*,ORO APPART,(54 11) 4773 6980,reservas@oroaparthotel.com.ar,FRAY JUSTO S. M. DE ORO ,2706,Palermo,Comuna 14,1425,C1425FOP
-58.391374,-34.607980,5040,2019,APART 2*,AMERICA PLAZA HOTEL,(54 11) 5031 3388,info@americaplazahotel.com.ar,B. MITRE ,1744,San Nicolas,Comuna 1,1037,C1037ABH
-58.379534,-34.601898,5033,2019,APART 2*,ARGENTINA TANGO HOTEL,(54 11) 4322 3434,reservas@atangohotel.com,SUIPACHA ,545,San Nicolas,Comuna 1,1008,C1008AAK
-58.379120,-34.599026,5001,2019,APART 2*,CORDOBA 860 (ex EMBASSY ALL SUITES),(54 11) 5254 5200,info@cordoba860.com,CORDOBA ,860,San Nicolas,Comuna 1,1054,C1054AAU
-58.450084,-34.570201,18 A/09,2019,APART 2*,ESPACIA SUITES,(54 11) 4786 8687 / 3535 0273,info@espaciasuites.com,AMENABAR ,1135,Colegiales,Comuna 13,1426,C1426AJS
-58.389279,-34.606314,51 A/11,2019,APART 2*,ICARO SUITES,(54 11) 4372 9000,resevas@icarosuites.com,MONTEVIDEO ,229,San Nicolas,Comuna 1,1019,C1019ABE
-58.394949,-34.604567,59 A/11,2019,APART 2*,INTERSUR SUITES,(54 11) 5246 1500,reservas@intersursuites.com.ar,CORRIENTES ,1984,Balvanera,Comuna 3,1045,C1045AAO
-58.460715,-34.555545,07 A/09,2019,APART 2*,KER BELGRANO,(54 11) 5277 4600 / 4789 9383,reservasbelgrano@kerhoteles.com.ar,VUELTA DE OBLIGADO ,2727,Belgrano,Comuna 13,1428,C1428ADS
-58.486203,-34.572802,74-A/12,2019,APART 2*,KER URQUIZA HOTEL & SUITES,(54 11) 5353-9232 / 5353-9233,reservasurquiza@kerhoteles.com.ar,DIAZ COLODRERO ,2513,Villa Urquiza,Comuna 12,1431,C1431FMC
-58.388163,-34.600326,32 A/10,2019,APART 2*,MAYFLOWER,(54 11) 5238 0050 / 5235 0456,reservas@mayflowersuites.com.ar,PARANA ,720,San Nicolas,Comuna 1,1017,C1017AAP
-58.423894,-34.578843,52 A/11,2019,APART 2*,PALERMO SUITES BUENOS AIRES APARTMENTS,(54 11) 5197 5800,reservas@palermosuites.net,FRAY JUSTO S. M. DE ORO ,2529,Palermo,Comuna 14,1425,C1425FOK
-58.433509,-34.587282,16 A/09,2019,APART 2*,THE GLU HOTEL,(54 11) 4831 4646,info@thegluhotel.com,GODOY CRUZ ,1733,Palermo,Comuna 14,1414,C1414CYK
-58.434268,-34.587755,22 A/10,2019,APART 2*,TORRECILLAS SOHO,(54 11) 4833 4303,,GODOY CRUZ ,1655,Palermo,Comuna 14,1414,C1414CYI
-58.388996,-34.587378,5012,2019,APART 2*,ULISES RECOLETA,(54 11) 4804 4571 / 4572,info@ulisesrecoleta.com.ar,AYACUCHO ,2016,Recoleta,Comuna 2,1112,C1112AAL
-58.392713,-34.588977,5041,2019,APART 2*,URBAN SUITES RECOLETA,(54 11) 4803 2300 / 2700,reservas@urbanrecoleta.com,JUNIN ,1727,Recoleta,Comuna 2,1113,C1113AAS
-58.452643,-34.552995,12 A/09,2019,APART 2*,URBANICA SUITES,(54 11) 4787 3003,reservas@urbanicathehotels.com,MONTAÑESES ,2585,Belgrano,Comuna 13,1428,C1428AQO
-58.437568,-34.584573,17 A/09,2019,APART 2*,VITRUM HOTEL,(54 11) 4776 5030,info@vitrumhotel.com,GORRITI ,5641,Palermo,Comuna 14,1414,C1414BKE
-58.391570,-34.597173,5032,2019,APART 3*,DESING CE,(54 11) 5237 3100,info@designce.com,MARCELO T. DE ALVEAR ,1695,Recoleta,Comuna 2,1060,C1060AAE
-58.436984,-34.554556,5035,2019,APART 3*,HOTEL PAMPA,(54 11) 4789 9561 / 4788 3984/3084,info@pampaplaza.com,LA PAMPA ,751,Belgrano,Comuna 13,1428,C1428DYO
-58.391310,-34.588238,5002,2019,APART 3*,L'ETOILE,(54 11) 4805 2626,reservas@etoile.com.ar,PTE. ROBERTO ORTIZ ,1835,Recoleta,Comuna 2,1113,C1113ABA
-58.384505,-34.607470,5038,2019,APART 3*,TRIBECA BUENOS AIRES APART,(54 11) 4370 9900 / 4372 5444,info@hoteltribeca.com.ar,B. MITRE ,1265,San Nicolas,Comuna 1,1036,C1036AAW
-58.384306,-34.627440,803,2019,Hosp. A,ABC,(54 11) 4304-2706,,SANTIAGO DEL ESTERO ,1640,Constitucion,Comuna 1,1136,C1136ABJ
-58.424412,-34.605287,295,2019,Hosp. A,ACUARIO,(54 11) 4861-0213,,GASCON ,553,Almagro,Comuna 5,1181,C1181ACI
-58.440001,-34.592938,280,2019,Hosp. A,AGUIRRE,(54 11) 4772 7464,,AGUIRRE ,1041,Villa Crespo,Comuna 15,1414,C1414ASU
-58.385471,-34.627051,221,2019,Hosp. A,ALBA,(54 11) 4304-2935 - 4306-4304,albahoteleria@yahoo.com.ar,JUAN DE GARAY ,1381,Constitucion,Comuna 1,1153,C1153ABL
-58.408692,-34.613602,815,2019,Hosp. A,ALDEANO I,(54 11) 4931 2980,aldeano1@hotelaldeano.com.ar,LA RIOJA ,277,Balvanera,Comuna 3,1214,C1214ADE
-58.411678,-34.610956,240,2019,Hosp. A,ALSINA,(54 11) 4931 9393,,24 DE NOVIEMBRE ,24,Balvanera,Comuna 3,1170,C1170AAB
-58.378305,-34.627677,275,2019,Hosp. A,AMERICA,(54 11) 4307-8785/9671,info@granhotelamerica.com.ar,B. DE IRIGOYEN ,1608,Constitucion,Comuna 1,1138,C1138ABJ
-58.438534,-34.575428,270,2019,Hosp. A,ARENAL,4771-7082,,CONCEPCION ARENAL ,2507,Palermo,Comuna 14,1426,C1426DFE
-58.423232,-34.597154,284,2019,Hosp. A,ARIES,(54 11) 4883 1232,info@arieshotel.com.ar,GASCON ,1147,Palermo,Comuna 14,1181,C1181ACU
-58.396959,-34.589997,818,2019,Hosp. A,ARISTON,4805-7544,,AZCUENAGA ,1657,Recoleta,Comuna 2,1128,C1128AAA
-58.399325,-34.593608,232,2019,Hosp. A,ART HOTEL (ex CARLOS V),(54 11) 4821 4744 / 6248,info@ahotel.com.ar,AZCUENAGA ,1268,Recoleta,Comuna 2,1115,C1115AAJ
-58.376380,-34.627880,278,2019,Hosp. A,ASTOR,(54 11) 4307 7117,info@astorhoteles.com.ar,CASEROS ,896,Barracas,Comuna 4,1152,C1152AAR
-58.455781,-34.564870,257,2019,Hosp. A,ARGENTA SUITES BELGRANO (ex ATLAS),(54 11) 4706 1881,info@argenta-suites.com.ar,CIUDAD DE LA PAZ ,1868,Belgrano,Comuna 13,1428,C1428CPD
-58.382854,-34.625226,258,2019,Hosp. A,AUTOPISTA,(54 11) 4305-1634,,SALTA ,1446,Constitucion,Comuna 1,1137,C1137ACF
-58.374497,-34.616187,228,2019,Hosp. A,AYRES PORTEÑOS,(54 11) 4300-7314,info@ayresportenos.com.ar,PERU ,708,San Telmo,Comuna 1,1068,C1068AAF
-58.408075,-34.611458,219,2019,Hosp. A,AZUL,(54 11) 4931 1153,hazul.bsas@gmail.com,H. YRIGOYEN ,2952,Balvanera,Comuna 3,1207,C1207ABO
-58.384392,-34.628005,812,2019,Hosp. A,BAHIA,(54 11) 4304 5310,,SANTIAGO DEL ESTERO ,1691,Constitucion,Comuna 1,1136,C1136ABI
-58.409688,-34.611529,211,2019,Hosp. A,BAHIA,(54 11) 4931 7198,info@elhotelbahia.com.ar,H. YRIGOYEN ,3062,Balvanera,Comuna 3,1207,C1207ABP
-58.424117,-34.577505,289,2019,Hosp. A,BELLOTA (ex SAA),4773-3088,,GODOY CRUZ ,2821,Palermo,Comuna 14,1425,C1425FQM
-58.407278,-34.619522,283,2019,Hosp. A,BOULEVARD,4931-9929,,INDEPENDENCIA ,2963,Balvanera,Comuna 3,1225,C1225AAL
-58.426403,-34.597223,33 A/10,2019,Hosp. A,CAHUEL BS AS HOTEL,4865-4314,info@hotelcahuel.com.ar,PRINGLES ,1264,Villa Crespo,Comuna 15,1183,C1183AEX
-58.392289,-34.625234,290,2019,Hosp. A,CAPRI,4304-0305,,CONSTITUCION ,1881,San Cristobal,Comuna 3,1254,C1254AAA
-58.386771,-34.619881,239,2019,Hosp. A,CARLOS I,4305-3700,cristianlanni@hotmail.com,C. CALVO ,1463,Constitucion,Comuna 1,1102,C1102ABC
-58.431604,-34.573024,36 A/10,2019,Hosp. A,CASA LAS CAÑITAS,47713878,info@casalascanitas.com,HUERGO ,283,Palermo,Comuna 14,1426,C1426BQC
-58.384393,-34.627961,822,2019,Hosp. A,CASABLANCA,4305-4048,cristinanovas@ciudad.com.ar hotelcasablanca@ciudad.com.ar,SANTIAGO DEL ESTERO ,1685,Constitucion,Comuna 1,1136,C1136ABI
-58.441969,-34.574155,19 A/10,2019,Hosp. A,CASERON PORTEÑO,4554-6336,info@caseronporteno.com / dviau@caseronporteno.com,CIUDAD DE LA PAZ ,344,Palermo,Comuna 14,1426,C1426AGF
-58.384776,-34.628218,293,2019,Hosp. A,CENTRAL,4304-3783,,BRASIL ,1327,Constitucion,Comuna 1,1154,C1154AAW
-58.376313,-34.592340,223,2019,Hosp. A,CENTRAL ARGENTINO,(54 11) 4312 6742,hotelcentralargentino@yahoo.com.ar,AV. DEL LIBERTADOR ,174,Retiro,Comuna 1,1001,C1001ABO
-58.388889,-34.612035,247,2019,Hosp. A,CIBELES,4373-1444,hotelcibeles@hotmail.com.ar,VIRREY CEVALLOS ,264,Monserrat,Comuna 1,1077,C1077AAF
-58.411678,-34.610956,823,2019,Hosp. A,COLONIAL,(54 11) 4931 8800/3104,info@hotelcolonialbaires.com.ar,24 DE NOVIEMBRE ,24,Balvanera,Comuna 3,1170,C1170AAB
-58.473749,-34.634911,214,2019,Hosp. A,COSTA AZUL,4612-1803,donixs@yahoo.com,ALBERDI ,3327,Floresta,Comuna 10,1407,C1407GZA
-58.386252,-34.613527,298,2019,Hosp. A,DARIMAR,4381-8826,,BELGRANO ,1408,Monserrat,Comuna 1,1093,C1093AAP
-58.385538,-34.628359,251,2019,Hosp. A,ESQUEL,4505-6362,,BRASIL ,1391,Constitucion,Comuna 1,1154,C1154AAW
-58.384782,-34.607549,208,2019,Hosp. A,EUROPA,(54 11 4384 8360,info@eurohotel.com.ar,B. MITRE ,1294,San Nicolas,Comuna 1,1036,C1036AAX
